Comment doit être déterminé l'ordre sur les listes APPEL CITOYEN ?;Choisissez les candidates (femmes) pour qui vous voulez voter;Choisissez les candidats (hommes) pour qui vous voulez voter;confirmation
Je Mabstiens de repondre a cette question;Aferdita Bogiqi, Catherine Breu, Amel Mahfoudh, Caroline Mariétan;Robert Burri, Bertrand Girard, Matthieu Monnard, Bernard Oberholzer, Johan Rochel;0121311d-a43e-4087-81fa-892e77b2ebd4
representativite inverse du Grand Conseil actuel;Catherine Breu, Stéphanie Dubosson, Sophie Ducrey, Françoise Gay-Truffer, Hélène Gonet, Ekaterina Lenoir, Caroline Mariétan, Claudine Oggier, Christel Rey-Mermet;Thierry Bueche, Robert Burri, Didier Cachat, Bertrand Girard, Bernard Oberholzer, Yves Puippe, Johan Rochel, Christian Vial;09eb9ad4-a8d4-4a14-ad85-a83fbc84d2eb
Voix recues lors de la primaire;Sophie Ducrey, Ekaterina Lenoir;Thierry Bueche, Natan Rippa, Christian Vial;31aba4d7-9bed-427b-b937-c5d3b12bbdd1
Voix recues lors de la primaire;Stéphanie Dubosson, Christel Rey-Mermet;Bertrand Girard, Matthieu Monnard, Johan Rochel;cc21d75b-9efd-46e7-a9f0-eb2e3040030d
Voix recues lors de la primaire;Caroline Mariétan, Claudine Oggier;Nicolas Muzzetto, Jo Piller, Johan Rochel;b28699e4-5be6-48f9-b03a-4024177a0018
Voix recues lors de la primaire;Christel Rey-Mermet;Bertrand Girard, Johan Rochel;b4702fd3-3f03-4b0b-b491-d04900a7044a
Voix recues lors de la primaire;Christel Rey-Mermet;Johan Rochel;4a905474-d3c4-4700-bca1-cfea4555e089
Voix recues lors de la primaire;Aferdita Bogiqi, Catherine Breu, Stéphanie Dubosson, Sophie Ducrey, Françoise Gay-Truffer, Hélène Gonet, Yasmina Mudry, Claudine Oggier, Christel Rey-Mermet;Thierry Bueche, Robert Burri, Bertrand Girard, Jérome Lehmann, Matthieu Monnard, Jo Piller, Jörg Rickenmann, Johan Rochel;39d31393-2f10-42e8-a2ff-5ed8eda402d8
Voix recues lors de la primaire;Christel Rey-Mermet;Jérome Lehmann;7901721f-3d0a-4bd7-bec4-639507210ffe
representativite inverse du Grand Conseil actuel;Aferdita Bogiqi, Catherine Breu, Sophie Ducrey, Françoise Gay-Truffer, Hélène Gonet, Caroline Mariétan, Yasmina Mudry, Claudine Oggier, Christel Rey-Mermet;Thierry Bueche, Robert Burri, Bertrand Girard, Matthieu Monnard, Jo Piller, Johan Rochel;f033a25a-691a-415a-93c1-cefbe3061a93
ordre alphabetique;Catherine Breu;Bertrand Girard, Natan Rippa, Johan Rochel;2cd993b4-7904-4176-a76f-6be3aba94100
ordre alphabetique;Caroline Mariétan, Claudine Oggier, Christel Rey-Mermet;André Bonvin, Didier Cachat, Bertrand Girard, Natan Rippa, Johan Rochel;d6310a4a-debb-44ca-9b80-6dea4a3a948a
Je Mabstiens de repondre a cette question;Catherine Breu, Stéphanie Dubosson;André Bonvin, Robert Burri, Christian Vial;3a624509-39cb-49b2-94e6-94c43b334a37
Je Mabstiens de repondre a cette question;;Robert Burri, Bertrand Girard, Matthieu Monnard, Jo Piller, Johan Rochel;9d6729f0-528d-4dde-bbdc-9da4697dca19
Tirage au sort;Catherine Breu, Stéphanie Dubosson;Bertrand Girard, Matthieu Monnard, Natan Rippa, Johan Rochel;d01ccc4d-d1f5-4dbf-b6d9-03a3e0dd21c0
ordre alphabetique;Aferdita Bogiqi, Catherine Breu, Sophie Ducrey, Caroline Mariétan, Claudine Oggier;Didier Cachat, Bertrand Girard, Nicolas Muzzetto, Bernard Oberholzer, Johan Rochel;7e9e99bc-e441-42db-8857-34b144a7a0e0
Voix recues lors de la primaire;Aferdita Bogiqi, Catherine Breu, Stéphanie Dubosson, Sophie Ducrey, Françoise Gay-Truffer, Hélène Gonet, Caroline Mariétan, Christel Rey-Mermet;André Bonvin, Thierry Bueche, Didier Cachat, Bertrand Girard, Matthieu Monnard, Bernard Oberholzer, Johan Rochel, Christian Vial;10c2a410-87b3-4348-bc2c-0f3f14eac949
Tirage au sort;Aferdita Bogiqi, Catherine Breu;Christian Vial;106c204c-eae6-44db-8df4-f0b8131e109f
Tirage au sort;Aferdita Bogiqi, Catherine Breu, Stéphanie Dubosson, Hélène Gonet, Ekaterina Lenoir, Caroline Mariétan, Yasmina Mudry, Claudine Oggier, Christel Rey-Mermet;André Bonvin, Robert Burri, Bertrand Girard, Matthieu Monnard, Bernard Oberholzer, Jo Piller, Johan Rochel, Christian Vial;7151ee3d-e260-4470-aebd-6c6ce9988c2f
Voix recues lors de la primaire;Christel Rey-Mermet;Christian Vial;4beea781-b96a-4052-989c-8454f61ecc3f
Tirage au sort;Aferdita Bogiqi, Catherine Breu, Stéphanie Dubosson, Sophie Ducrey, Hélène Gonet, Ekaterina Lenoir, Amel Mahfoudh, Caroline Mariétan, Christel Rey-Mermet;Robert Burri, Bertrand Girard, Matthieu Monnard, Nicolas Muzzetto, Bernard Oberholzer, Jo Piller, Johan Rochel, Christian Vial;e36d036c-5aa2-4b84-bccf-d58a88296396
Voix recues lors de la primaire;Catherine Breu, Stéphanie Dubosson, Christel Rey-Mermet;Didier Cachat, Bernard Oberholzer;df10b835-1f54-4412-87e8-bdcbe1ae3ded
Voix recues lors de la primaire;Aferdita Bogiqi, Catherine Breu, Stéphanie Dubosson, Sophie Ducrey, Françoise Gay-Truffer, Hélène Gonet, Caroline Mariétan, Yasmina Mudry, Christel Rey-Mermet;André Bonvin, Bertrand Girard, Jérome Lehmann, Matthieu Monnard, Bernard Oberholzer, Jo Piller, Natan Rippa, Johan Rochel;e24145c7-af97-4db0-9802-df1dc3347a9d
Voix recues lors de la primaire;;André Bonvin, Johan Rochel;e6adc8c6-d02d-4c0b-81aa-479a0365793a
ordre alphabetique;Catherine Breu, Françoise Gay-Truffer;André Bonvin, Robert Burri, Bertrand Girard, Johan Rochel;3aa9cd86-c79f-43bc-a848-5330a3ed19dd
Je Mabstiens de repondre a cette question;Aferdita Bogiqi, Catherine Breu, Sophie Ducrey, Hélène Gonet, Yasmina Mudry, Claudine Oggier, Christel Rey-Mermet;Thierry Bueche, Bertrand Girard, Matthieu Monnard, Jo Piller, Jörg Rickenmann, Johan Rochel;465cdc64-32d2-4bba-9d54-76c891e5c9a8
Voix recues lors de la primaire;Aferdita Bogiqi, Stéphanie Dubosson, Sophie Ducrey, Françoise Gay-Truffer, Hélène Gonet, Amel Mahfoudh, Yasmina Mudry, Christel Rey-Mermet;Johan Rochel;9727f44e-a793-433f-8c80-75046d77d69f
Voix recues lors de la primaire;Catherine Breu, Stéphanie Dubosson, Françoise Gay-Truffer, Hélène Gonet, Caroline Mariétan, Christel Rey-Mermet;Thierry Bueche, Didier Cachat, Matthieu Monnard, Yves Puippe, Jörg Rickenmann, Johan Rochel, Christian Vial;37ea883b-9b51-4b93-a8e2-80c3ff3b2059
Tirage au sort;Aferdita Bogiqi, Stéphanie Dubosson, Françoise Gay-Truffer, Amel Mahfoudh, Christel Rey-Mermet;Robert Burri, Bertrand Girard, Matthieu Monnard, Jo Piller, Joël Rey-Mermet, Johan Rochel, Christian Vial;54acf4be-479b-4b2e-bc9c-27e0f4812f51
Je Mabstiens de repondre a cette question;Aferdita Bogiqi, Catherine Breu, Stéphanie Dubosson, Sophie Ducrey, Hélène Gonet, Ekaterina Lenoir, Amel Mahfoudh, Caroline Mariétan, Claudine Oggier;Thierry Bueche, Didier Cachat, Nicolas Muzzetto, Bernard Oberholzer, Jo Piller;42315910-ebc3-4f96-a31a-e5304f4cbac1
Je Mabstiens de repondre a cette question;Catherine Breu;Bertrand Girard;bcb43b03-bcd9-4b2b-8d5f-69a1cf8bdab1
Voix recues lors de la primaire;Aferdita Bogiqi, Catherine Breu, Stéphanie Dubosson, Françoise Gay-Truffer, Hélène Gonet, Amel Mahfoudh, Caroline Mariétan, Claudine Oggier, Christel Rey-Mermet;Bertrand Girard, Matthieu Monnard, Bernard Oberholzer, Jo Piller, Joël Rey-Mermet, Natan Rippa, Johan Rochel, Christian Vial;df1dc8ad-8c2c-4bf2-9e53-615c7187d247
Voix recues lors de la primaire;Aferdita Bogiqi, Catherine Breu, Stéphanie Dubosson, Françoise Gay-Truffer, Hélène Gonet, Amel Mahfoudh, Yasmina Mudry, Claudine Oggier, Christel Rey-Mermet;Thierry Bueche, Jérome Lehmann, Matthieu Monnard, Bernard Oberholzer, Jo Piller, Jörg Rickenmann, Natan Rippa, Johan Rochel;9c4ac1fb-e6aa-44fc-bb19-08ad003af3c0
ordre alphabetique;Stéphanie Dubosson;Johan Rochel;6f99ce0c-192c-48fb-9242-24f262907f5a
Voix recues lors de la primaire;Sophie Ducrey, Françoise Gay-Truffer;Nicolas Muzzetto;79d50ce9-9e10-4299-a7e4-aaae32c0c1b5
Voix recues lors de la primaire;Aferdita Bogiqi, Catherine Breu, Françoise Gay-Truffer, Yasmina Mudry, Christel Rey-Mermet;Thierry Bueche, Bertrand Girard, Jérome Lehmann, Johan Rochel, Christian Vial;14537da6-db48-4317-9ee6-ac0de86e6aea
ordre alphabetique;Aferdita Bogiqi, Catherine Breu, Stéphanie Dubosson, Sophie Ducrey, Françoise Gay-Truffer, Hélène Gonet, Caroline Mariétan, Claudine Oggier, Christel Rey-Mermet;Thierry Bueche, Robert Burri, Bertrand Girard, Jérome Lehmann, Matthieu Monnard, Jo Piller, Natan Rippa, Johan Rochel;18ee04fb-bdda-4df4-95c8-f1ca82474d4b
ordre alphabetique;Sophie Ducrey;Bernard Oberholzer;f8def920-496e-4189-b1e9-3c322026b098
Voix recues lors de la primaire;Catherine Breu;Johan Rochel;83ec67fa-690a-4dc2-ab91-29d4df69aef7
Tirage au sort;Christel Rey-Mermet;Didier Cachat;20d6eed5-d409-45a7-8e02-ec128134832f
Je Mabstiens de repondre a cette question;Aferdita Bogiqi, Françoise Gay-Truffer;Didier Cachat, Bertrand Girard, Bernard Oberholzer, Jörg Rickenmann, Natan Rippa;18223993-9b9e-4659-847a-980ab9f4938d
representativite inverse du Grand Conseil actuel;Sophie Ducrey;;97e4b893-1e7c-476f-bd0a-d408d1041266
Voix recues lors de la primaire;Christel Rey-Mermet;Johan Rochel;79b3cafc-8b87-4541-9371-a61f99a6c4e7
Voix recues lors de la primaire;Stéphanie Dubosson;Johan Rochel;3a34a5aa-8dcf-4e41-8cad-d91c872f7811
representativite inverse du Grand Conseil actuel;Aferdita Bogiqi, Catherine Breu, Stéphanie Dubosson, Amel Mahfoudh, Claudine Oggier, Christel Rey-Mermet;Robert Burri, Bertrand Girard, Jérome Lehmann, Matthieu Monnard, Jo Piller, Jörg Rickenmann, Johan Rochel;c1dde8d7-c88f-47a5-b5db-44a4dfa90a1e
representativite inverse du Grand Conseil actuel;Aferdita Bogiqi, Catherine Breu, Stéphanie Dubosson, Sophie Ducrey, Hélène Gonet, Ekaterina Lenoir, Caroline Mariétan, Yasmina Mudry, Christel Rey-Mermet;André Bonvin, Didier Cachat, Bertrand Girard, Jérome Lehmann, Matthieu Monnard, Nicolas Muzzetto, Bernard Oberholzer, Jo Piller;a99f3395-54c6-4621-95a8-11b5c0544ae3
representativite inverse du Grand Conseil actuel;Catherine Breu, Stéphanie Dubosson, Sophie Ducrey, Françoise Gay-Truffer, Hélène Gonet, Ekaterina Lenoir, Caroline Mariétan, Claudine Oggier, Christel Rey-Mermet;Thierry Bueche, Robert Burri, Didier Cachat, Bertrand Girard, Bernard Oberholzer, Yves Puippe, Joël Rey-Mermet, Christian Vial;db8f44c9-d630-44be-b4ce-eed0623569f3
representativite inverse du Grand Conseil actuel;Aferdita Bogiqi, Catherine Breu, Sophie Ducrey, Caroline Mariétan;André Bonvin, Robert Burri, Didier Cachat, Bertrand Girard, Jo Piller;8a24a15d-c4a9-4ec1-a89a-a348658a6d5f
Voix recues lors de la primaire;Aferdita Bogiqi, Catherine Breu, Stéphanie Dubosson, Sophie Ducrey, Françoise Gay-Truffer, Hélène Gonet, Caroline Mariétan, Claudine Oggier, Christel Rey-Mermet;Robert Burri, Bertrand Girard, Jérome Lehmann, Nicolas Muzzetto, Bernard Oberholzer, Jo Piller, Johan Rochel, Christian Vial;b0fb0e0c-f5f0-44a6-a5bf-edc59fbcf261
ordre alphabetique;Aferdita Bogiqi, Catherine Breu, Stéphanie Dubosson, Sophie Ducrey, Françoise Gay-Truffer, Hélène Gonet, Claudine Oggier, Christel Rey-Mermet;Bertrand Girard, Jérome Lehmann, Matthieu Monnard, Nicolas Muzzetto, Bernard Oberholzer, Jo Piller, Jörg Rickenmann, Johan Rochel;bbc64f0b-6d3f-4b43-af07-ca85835fbbad
representativite inverse du Grand Conseil actuel;Aferdita Bogiqi, Catherine Breu, Françoise Gay-Truffer, Yasmina Mudry, Claudine Oggier;André Bonvin, Thierry Bueche, Robert Burri, Nicolas Muzzetto, Bernard Oberholzer, Jo Piller, Yves Puippe, Christian Vial;9bb8741e-3b86-492c-9bc2-0df6451049d3
Voix recues lors de la primaire;Catherine Breu, Sophie Ducrey, Christel Rey-Mermet;Thierry Bueche, Robert Burri, Matthieu Monnard, Johan Rochel;a374feb4-1137-4739-93e3-b4a832013448
Voix recues lors de la primaire;Aferdita Bogiqi, Catherine Breu, Sophie Ducrey, Françoise Gay-Truffer, Hélène Gonet, Amel Mahfoudh, Caroline Mariétan, Yasmina Mudry, Christel Rey-Mermet;Bertrand Girard, Jérome Lehmann, Matthieu Monnard, Nicolas Muzzetto, Jo Piller, Natan Rippa, Johan Rochel, Christian Vial;462187d0-5f8d-4f90-82f5-4a8c9cb2ec40
Voix recues lors de la primaire;Aferdita Bogiqi, Catherine Breu, Caroline Mariétan, Yasmina Mudry;Matthieu Monnard, Yves Puippe, Johan Rochel;7a9b884d-af9a-4c39-9f09-0b7efb014a60
Voix recues lors de la primaire;Sophie Ducrey;Jérome Lehmann;5a0b48a2-67e5-4093-b899-6cebc9a7c806
Voix recues lors de la primaire;Aferdita Bogiqi, Catherine Breu, Stéphanie Dubosson, Françoise Gay-Truffer, Ekaterina Lenoir, Amel Mahfoudh, Yasmina Mudry, Christel Rey-Mermet;Natan Rippa, Johan Rochel;c35c39d6-d053-4904-bdcb-1074925edc00
Voix recues lors de la primaire;Hélène Gonet, Yasmina Mudry;Bertrand Girard, Jo Piller, Johan Rochel;ec9e1241-9e31-4c17-96f6-f93f29bb9ce3
ordre alphabetique;Sophie Ducrey;Didier Cachat;7dba1229-e073-46d8-b0e8-10ad18f9969a
ordre alphabetique;Catherine Breu, Stéphanie Dubosson, Sophie Ducrey, Hélène Gonet, Caroline Mariétan, Yasmina Mudry;André Bonvin, Didier Cachat, Bertrand Girard, Matthieu Monnard, Jo Piller, Natan Rippa, Johan Rochel;c15fa484-5f38-4472-bde0-a1e8a406f6c3
representativite inverse du Grand Conseil actuel;Aferdita Bogiqi, Catherine Breu, Stéphanie Dubosson, Amel Mahfoudh, Caroline Mariétan, Claudine Oggier, Christel Rey-Mermet;Robert Burri, Bertrand Girard, Matthieu Monnard, Jo Piller, Natan Rippa, Johan Rochel, Christian Vial;ea7b349c-ec43-4509-9680-b7127a79e892
representativite inverse du Grand Conseil actuel;Aferdita Bogiqi, Catherine Breu, Sophie Ducrey, Françoise Gay-Truffer, Hélène Gonet, Ekaterina Lenoir, Amel Mahfoudh, Yasmina Mudry, Christel Rey-Mermet;Didier Cachat, Bertrand Girard, Matthieu Monnard, Nicolas Muzzetto, Jo Piller, Natan Rippa, Johan Rochel, Christian Vial;9a22ff98-1341-4aba-8de2-dc438d358e9e
Voix recues lors de la primaire;Aferdita Bogiqi, Catherine Breu, Sophie Ducrey, Françoise Gay-Truffer, Hélène Gonet, Ekaterina Lenoir, Amel Mahfoudh, Yasmina Mudry, Christel Rey-Mermet;André Bonvin, Thierry Bueche, Bertrand Girard, Nicolas Muzzetto, Jo Piller, Jörg Rickenmann, Johan Rochel, Christian Vial;a5248eb0-0349-4f97-9cde-aa1c8a6e2ad4
Je Mabstiens de repondre a cette question;Aferdita Bogiqi, Catherine Breu, Stéphanie Dubosson, Amel Mahfoudh, Yasmina Mudry, Claudine Oggier, Christel Rey-Mermet;André Bonvin, Didier Cachat;4e831992-02ac-4010-9087-e6d700e81d57
representativite inverse du Grand Conseil actuel;Aferdita Bogiqi, Catherine Breu, Stéphanie Dubosson, Sophie Ducrey, Françoise Gay-Truffer, Hélène Gonet, Amel Mahfoudh, Caroline Mariétan, Christel Rey-Mermet;André Bonvin, Didier Cachat, Bertrand Girard, Jérome Lehmann, Matthieu Monnard, Jo Piller, Johan Rochel, Christian Vial;44cf3bb4-0885-4914-afe6-fc497713d609
Tirage au sort;Aferdita Bogiqi, Stéphanie Dubosson, Hélène Gonet, Amel Mahfoudh;André Bonvin, Jérome Lehmann, Matthieu Monnard, Jo Piller, Johan Rochel;dff3db29-8ea3-4545-9891-f72653bc7df5
ordre alphabetique;Stéphanie Dubosson;Jo Piller;213bba9e-8350-45c9-88bd-6a838b78c2ee
Tirage au sort;Aferdita Bogiqi, Hélène Gonet;Matthieu Monnard, Johan Rochel;fc23775c-0514-4cda-bddc-3985ba067fbf
representativite inverse du Grand Conseil actuel;Christel Rey-Mermet;Jo Piller, Johan Rochel;6fbf78b8-7d36-424a-8e4a-523edb97b3cd
ordre alphabetique;Aferdita Bogiqi, Catherine Breu, Stéphanie Dubosson, Sophie Ducrey, Françoise Gay-Truffer, Caroline Mariétan, Yasmina Mudry, Claudine Oggier, Christel Rey-Mermet;Thierry Bueche, Robert Burri, Didier Cachat, Bertrand Girard, Nicolas Muzzetto, Bernard Oberholzer, Jo Piller, Johan Rochel;07a75de0-459b-42f0-89c9-67ab90f1ae5e
representativite inverse du Grand Conseil actuel;Aferdita Bogiqi, Catherine Breu, Stéphanie Dubosson, Sophie Ducrey, Françoise Gay-Truffer, Hélène Gonet, Amel Mahfoudh, Caroline Mariétan, Christel Rey-Mermet;Thierry Bueche, Robert Burri, Bertrand Girard, Matthieu Monnard, Nicolas Muzzetto, Jo Piller, Natan Rippa, Johan Rochel;f3c7928e-448a-49c0-9ca6-cf8afc24427e
Tirage au sort;Catherine Breu, Stéphanie Dubosson, Claudine Oggier, Christel Rey-Mermet;Robert Burri, Matthieu Monnard, Johan Rochel;637b7f93-dae7-4273-a325-0fa9263073a3
Tirage au sort;Hélène Gonet;Christian Vial;fddba4ca-ad4f-4e19-a916-9882cb60c546
Voix recues lors de la primaire;Catherine Breu;André Bonvin, Robert Burri, Didier Cachat, Bernard Oberholzer, Johan Rochel;df850a34-fb1f-4319-8b46-d63d98696129
Voix recues lors de la primaire;Aferdita Bogiqi;;eeb13743-f4a1-4476-b2f9-cf19c9d5e7bb
Voix recues lors de la primaire;Aferdita Bogiqi, Catherine Breu, Sophie Ducrey, Françoise Gay-Truffer, Hélène Gonet, Amel Mahfoudh, Caroline Mariétan, Yasmina Mudry, Christel Rey-Mermet;Bertrand Girard, Jérome Lehmann, Matthieu Monnard, Nicolas Muzzetto, Jo Piller, Natan Rippa, Johan Rochel, Christian Vial;4f8c067f-0ca2-408f-a1f8-e4d6fca87fac
Voix recues lors de la primaire;Françoise Gay-Truffer;Bertrand Girard, Matthieu Monnard, Natan Rippa, Johan Rochel;33fe786c-9dc1-408b-ac2a-f9e5cac9deb0
Voix recues lors de la primaire;Stéphanie Dubosson, Hélène Gonet;Thierry Bueche;8f223f14-0250-41c6-9b4e-a6b5e9b185d6
ordre alphabetique;Catherine Breu, Françoise Gay-Truffer, Caroline Mariétan;Robert Burri, Matthieu Monnard, Bernard Oberholzer, Jo Piller, Yves Puippe, Joël Rey-Mermet, Christian Vial;6c51837d-0732-477b-adde-623114be780c
ordre alphabetique;Aferdita Bogiqi, Catherine Breu, Sophie Ducrey, Françoise Gay-Truffer, Hélène Gonet, Yasmina Mudry, Claudine Oggier, Christel Rey-Mermet;Thierry Bueche, Robert Burri, Bertrand Girard, Matthieu Monnard, Jo Piller, Jörg Rickenmann, Johan Rochel, Christian Vial;95ba649b-8b3d-4b1d-8f86-eb5ba64513cf
Voix recues lors de la primaire;Caroline Mariétan, Yasmina Mudry;André Bonvin, Bernard Oberholzer, Johan Rochel;fced241d-5e72-477d-81ed-d47aade6b736
Voix recues lors de la primaire;Aferdita Bogiqi, Catherine Breu, Sophie Ducrey, Claudine Oggier;Bernard Oberholzer, Johan Rochel;c4f7b392-4ee7-4b24-bc3e-352d86bb5e2b
ordre alphabetique;Sophie Ducrey;Matthieu Monnard;b5a70451-cbc4-46c5-b464-c22445fc1547
Tirage au sort;;Nicolas Muzzetto;83df322b-3822-4b20-a850-a646ef2c98b9
Voix recues lors de la primaire;Aferdita Bogiqi, Catherine Breu, Stéphanie Dubosson, Sophie Ducrey, Hélène Gonet, Caroline Mariétan, Christel Rey-Mermet;Thierry Bueche, Robert Burri, Bertrand Girard, Jérome Lehmann, Matthieu Monnard, Johan Rochel;13139bae-0d53-4274-aee9-6219886707bd
Je Mabstiens de repondre a cette question;Caroline Mariétan;Nicolas Muzzetto;404376f0-f316-4e53-9ff9-e801cd2a1bb7
Voix recues lors de la primaire;Aferdita Bogiqi, Stéphanie Dubosson, Sophie Ducrey, Yasmina Mudry;Bertrand Girard, Matthieu Monnard, Bernard Oberholzer, Natan Rippa, Johan Rochel;f7f87e63-3b41-4c85-ad71-d17680e925a4
representativite inverse du Grand Conseil actuel;Aferdita Bogiqi, Catherine Breu, Stéphanie Dubosson, Sophie Ducrey, Hélène Gonet, Amel Mahfoudh, Yasmina Mudry, Claudine Oggier, Christel Rey-Mermet;Thierry Bueche, Robert Burri, Bertrand Girard, Matthieu Monnard, Jo Piller, Jörg Rickenmann, Natan Rippa, Johan Rochel;5a0ec15e-0dfa-4eb8-b32c-763ff68043ac
ordre alphabetique;Aferdita Bogiqi, Catherine Breu, Stéphanie Dubosson, Sophie Ducrey, Caroline Mariétan, Christel Rey-Mermet;Thierry Bueche, Bertrand Girard, Jérome Lehmann, Matthieu Monnard, Bernard Oberholzer, Johan Rochel, Christian Vial;1b426f01-0893-4e7b-98f3-514e8f7ababa
representativite inverse du Grand Conseil actuel;Aferdita Bogiqi, Catherine Breu, Christel Rey-Mermet;Bertrand Girard, Matthieu Monnard, Johan Rochel, Christian Vial;56d0f2fc-f2e1-4eb8-bc00-6b00dbb9ce2c
ordre alphabetique;Christel Rey-Mermet;Jérome Lehmann, Johan Rochel;15cba5c4-41a4-413d-b6a1-ff2d0b5af7d1
Voix recues lors de la primaire;Stéphanie Dubosson, Ekaterina Lenoir, Caroline Mariétan, Claudine Oggier, Christel Rey-Mermet;Didier Cachat, Jérome Lehmann, Nicolas Muzzetto, Bernard Oberholzer, Joël Rey-Mermet;0fd2d462-ecb0-47b7-97c7-6c18ef635df1
Tirage au sort;Stéphanie Dubosson, Claudine Oggier;Johan Rochel;79995805-e6c8-4a0a-84f2-aaeab0d403a6
Voix recues lors de la primaire;Catherine Breu, Sophie Ducrey, Christel Rey-Mermet;Robert Burri, Bertrand Girard, Bernard Oberholzer, Joël Rey-Mermet, Johan Rochel;5083cd4d-aeaf-4346-be62-089e57263c28
ordre alphabetique;Catherine Breu, Stéphanie Dubosson, Sophie Ducrey, Caroline Mariétan, Christel Rey-Mermet;Didier Cachat, Bertrand Girard, Matthieu Monnard, Bernard Oberholzer, Johan Rochel;941e4bb0-6447-421e-a229-13d3c6073775
representativite inverse du Grand Conseil actuel;Sophie Ducrey;Bernard Oberholzer;28029398-a447-4184-844e-90bab317ed98
ordre alphabetique;Stéphanie Dubosson;Johan Rochel;074dbbdc-191f-41d6-804c-bd7cbc026f4b
Voix recues lors de la primaire;Aferdita Bogiqi, Catherine Breu, Sophie Ducrey, Françoise Gay-Truffer, Hélène Gonet, Christel Rey-Mermet;Bertrand Girard, Jérome Lehmann, Nicolas Muzzetto, Jo Piller, Jörg Rickenmann, Johan Rochel;deae679b-7314-4370-9a8e-f776f8f44aae
Tirage au sort;Ekaterina Lenoir;Johan Rochel;01a65848-05df-4cb3-9973-6ab73971ef27
representativite inverse du Grand Conseil actuel;Aferdita Bogiqi, Catherine Breu, Sophie Ducrey, Hélène Gonet, Claudine Oggier, Christel Rey-Mermet;André Bonvin, Thierry Bueche, Matthieu Monnard, Nicolas Muzzetto, Bernard Oberholzer, Johan Rochel;77e0133d-2a59-4a87-b994-6238f8bcae38
Voix recues lors de la primaire;Aferdita Bogiqi, Catherine Breu, Françoise Gay-Truffer, Amel Mahfoudh, Yasmina Mudry, Claudine Oggier, Christel Rey-Mermet;Natan Rippa, Johan Rochel;4138dcd7-79b9-4e53-96e6-5c8385aeaf95
Voix recues lors de la primaire;Aferdita Bogiqi, Catherine Breu, Françoise Gay-Truffer, Amel Mahfoudh;Robert Burri, Didier Cachat, Bertrand Girard, Matthieu Monnard, Bernard Oberholzer, Johan Rochel;b714531c-f890-4fe8-95a8-ac495f672abf
ordre alphabetique;Aferdita Bogiqi;Didier Cachat;bb057710-d087-4945-8ef9-cb9b73cf6f8c
ordre alphabetique;Christel Rey-Mermet;Jérome Lehmann;2e6d0bc5-e20c-4504-b526-58ba2e3c5d95
ordre alphabetique;Catherine Breu, Yasmina Mudry;André Bonvin, Thierry Bueche, Robert Burri, Bertrand Girard, Jérome Lehmann, Bernard Oberholzer, Natan Rippa, Johan Rochel;1e53344d-ff20-413a-8761-b12a4830582b
Voix recues lors de la primaire;Christel Rey-Mermet;Jérome Lehmann;6a4dd7eb-e526-45a4-8182-403956d37ef1
Voix recues lors de la primaire;;Bertrand Girard, Bernard Oberholzer;0c605f7b-542e-47e6-a6c4-efcf99a586d0
Voix recues lors de la primaire;Aferdita Bogiqi, Catherine Breu, Stéphanie Dubosson, Françoise Gay-Truffer, Yasmina Mudry, Christel Rey-Mermet;Robert Burri, Bertrand Girard, Matthieu Monnard, Jo Piller, Natan Rippa, Johan Rochel, Christian Vial;025769ab-47f8-4ced-9d1f-191e707be38d
ordre alphabetique;Catherine Breu, Sophie Ducrey;Bertrand Girard, Bernard Oberholzer, Johan Rochel;e7105c65-7256-4ce9-a48f-9f7049db5e7c
ordre alphabetique;Catherine Breu, Yasmina Mudry;André Bonvin, Thierry Bueche, Bertrand Girard, Jérome Lehmann, Matthieu Monnard, Natan Rippa, Johan Rochel;38aa0190-ecd3-466d-969a-85be632d2722
Je Mabstiens de repondre a cette question;Christel Rey-Mermet;Matthieu Monnard, Johan Rochel;aa79157f-9057-4f56-8427-f457305a8118
Voix recues lors de la primaire;Aferdita Bogiqi, Catherine Breu, Stéphanie Dubosson, Sophie Ducrey, Françoise Gay-Truffer, Ekaterina Lenoir, Amel Mahfoudh, Yasmina Mudry, Christel Rey-Mermet;Jo Piller, Natan Rippa, Johan Rochel;17c4bc4b-cc7e-4a11-8079-1ba263b9c76a
Je Mabstiens de repondre a cette question;;Nicolas Muzzetto;bd5c44f8-7cab-4aa1-a3fb-a8a5239c4049
Je Mabstiens de repondre a cette question;Sophie Ducrey;;c5fcc8f6-3d3c-4ae4-a2de-dcab1de33b99
Voix recues lors de la primaire;Françoise Gay-Truffer;André Bonvin, Robert Burri, Didier Cachat, Natan Rippa, Johan Rochel;799e8892-669d-4911-b7d7-e6f70406c650
ordre alphabetique;Yasmina Mudry, Christel Rey-Mermet;Joël Rey-Mermet;4b07b206-f7b1-460d-bf71-3907f5dca78e
Voix recues lors de la primaire;Aferdita Bogiqi, Catherine Breu, Stéphanie Dubosson, Françoise Gay-Truffer, Hélène Gonet, Ekaterina Lenoir, Yasmina Mudry, Claudine Oggier, Christel Rey-Mermet;André Bonvin, Robert Burri, Bertrand Girard, Matthieu Monnard, Bernard Oberholzer, Jo Piller, Natan Rippa, Johan Rochel;d289a1ba-3cdf-4e74-8555-44a09272cfef
